run_id,previous_episode_id,current_episode_id,change_type,overlap_hotspots,previous_size,current_size
20260903T042746Z,,E20260711-9553A37640,created,0,0,11
20260903T042746Z,,E20260711-35090430C5,created,0,0,3
20260903T042746Z,,E20260711-3980E8FA64,created,0,0,5
20260903T042746Z,,E20260711-A3E9D2DF61,created,0,0,3
20260903T042746Z,,E20260711-89BD6BEFC5,created,0,0,3
20260903T042746Z,,E20260711-F327ED7C7D,created,0,0,4
20260903T042746Z,,E20260711-4525EF1ADF,created,0,0,3
20260903T042746Z,,E20260712-9C632EBDFA,created,0,0,4
20260903T042746Z,,E20260713-01C12D83A2,created,0,0,3
20260903T042746Z,,E20260713-BC3CB04AEA,created,0,0,3
20260903T042746Z,,E20260713-8982BEB058,created,0,0,4
20260903T042746Z,,E20260713-1CBFE83572,created,0,0,3
20260903T042746Z,,E20260713-B23C5CF3D4,created,0,0,4
20260903T042746Z,,E20260713-E49B6600E9,created,0,0,4
20260903T042746Z,,E20260713-393B1E1101,created,0,0,5
20260903T042746Z,,E20260713-D40B05EB2C,created,0,0,4
20260903T042746Z,,E20260713-78BABCF823,created,0,0,7
20260903T042746Z,,E20260713-C0099CF71B,created,0,0,4
20260903T042746Z,,E20260713-167A2F6F65,created,0,0,3
20260903T042746Z,,E20260713-CE0AF7AF93,created,0,0,3
20260903T042746Z,,E20260713-EECE482C13,created,0,0,4
20260903T042746Z,,E20260713-BC4E0D9B1A,created,0,0,3
20260903T042746Z,,E20260713-3E5928DD25,created,0,0,5
20260903T042746Z,,E20260713-EF9457253E,created,0,0,7
20260903T042746Z,,E20260713-21C972AEB2,created,0,0,8
20260903T042746Z,,E20260713-0054834BAD,created,0,0,3
20260903T042746Z,,E20260713-5674E12739,created,0,0,4
20260903T042746Z,,E20260713-F819CE708C,created,0,0,4
20260903T042746Z,,E20260713-5F00AB856A,created,0,0,3
20260903T042746Z,,E20260713-84AB603FF1,created,0,0,7
20260903T042746Z,,E20260713-0E66E81CA3,created,0,0,3
20260903T042746Z,,E20260713-A1C7D20CCF,created,0,0,3
20260903T042746Z,,E20260713-700E636959,created,0,0,20
20260903T042746Z,,E20260713-3AC320FB02,created,0,0,3
20260903T042746Z,,E20260713-13052C471F,created,0,0,4
20260903T042746Z,,E20260713-93B13E3A51,created,0,0,3
20260903T042746Z,,E20260713-5DD63C0401,created,0,0,3
20260903T042746Z,,E20260713-6E25AD7F57,created,0,0,14
20260903T042746Z,,E20260714-6012A231BF,created,0,0,4
20260903T042746Z,,E20260714-7F0486E00A,created,0,0,3
20260903T042746Z,,E20260714-B64C3FC059,created,0,0,3
20260903T042746Z,,E20260714-5E83CF5844,created,0,0,13
20260903T042746Z,,E20260714-1F30D41FBD,created,0,0,10
20260903T042746Z,,E20260714-5AC2CFE0AE,created,0,0,5
20260903T042746Z,,E20260714-6CC6B85491,created,0,0,5
20260903T042746Z,,E20260714-F75E55FF1C,created,0,0,7
20260903T042746Z,,E20260714-590F60B006,created,0,0,9
20260903T042746Z,,E20260714-382C65A248,created,0,0,7
20260903T042746Z,,E20260714-8BF6AEB3EE,created,0,0,4
20260903T042746Z,,E20260714-78B96CCCF2,created,0,0,3
20260903T042746Z,,E20260714-49D11E39E0,created,0,0,4
20260903T042746Z,,E20260714-E3E78B9858,created,0,0,7
20260903T042746Z,,E20260714-475FFE559F,created,0,0,3
