hotspot_id,feature_id,contrat_id,contrato,area_nombre,operador,estado_area,tipo_contrato,cuenca,proceso,distancia_m,clase_espacial
de6cd69a0e7dfb570f61838b,277,0554,VSM 4,NO APLICA,MAUREL AND PROM COLOMBIA B.V.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VSM,RONDA COLOMBIA 2021,0.00,dentro
de6cd69a0e7dfb570f61838b,87,0042,DOIMA,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VSM,NO APLICA,861.17,hasta_1_km
de6cd69a0e7dfb570f61838b,32,0147,ORTEGA,ORTEGA,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VSM,CONTRATACION DIRECTA,1154.61,entre_1_y_5_km
10e0722cc77b3c3debd85a87,10,0040,RIO RANCHERIA,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE ASOCIACION CON ECOPETROL,CES RAN,NO APLICA,0.00,dentro
2b99dc6178e5186c7ccdb24a,31,0159,TOLDADO,TOLDADO,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VSM,CONTRATACION DIRECTA,0.00,dentro
2b99dc6178e5186c7ccdb24a,87,0042,DOIMA,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VSM,NO APLICA,2326.27,entre_1_y_5_km
2b99dc6178e5186c7ccdb24a,117,0160,TOY,TOY,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VSM,CONTRATACION DIRECTA,4075.74,entre_1_y_5_km
2bcbcb1268c26dae7c89a2c3,32,0147,ORTEGA,ORTEGA,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VSM,CONTRATACION DIRECTA,0.00,dentro
2bcbcb1268c26dae7c89a2c3,87,0042,DOIMA,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VSM,NO APLICA,1197.91,entre_1_y_5_km
2bcbcb1268c26dae7c89a2c3,277,0554,VSM 4,NO APLICA,MAUREL AND PROM COLOMBIA B.V.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VSM,RONDA COLOMBIA 2021,1846.52,entre_1_y_5_km
5edbf6c24af10e364f930764,31,0159,TOLDADO,TOLDADO,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VSM,CONTRATACION DIRECTA,85.83,hasta_1_km
5edbf6c24af10e364f930764,87,0042,DOIMA,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VSM,NO APLICA,1981.23,entre_1_y_5_km
