hotspot_id,feature_id,contrat_id,contrato,area_nombre,operador,estado_area,tipo_contrato,cuenca,proceso,distancia_m,clase_espacial
1c428634e6f77a7216655963,45,0093,TIBU,TIBU,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,CAT,CONTRATACION DIRECTA,0.00,dentro
30524d87752e03a8226f20a8,311,0539,VMM 65,NO APLICA,ECOPETROL S.A.,EXPLORACION,CONTRATO DE EVALUACION TECNICA ANH,VMM,RONDA COLOMBIA 2021,0.00,dentro
3e0ea54e23797c756fa8e540,45,0093,TIBU,TIBU,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,CAT,CONTRATACION DIRECTA,0.00,dentro
42f15371b17314b913b662d3,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
4a681a1e440f586776bd81a1,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
4a681a1e440f586776bd81a1,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,1428.29,entre_1_y_5_km
4a9be8fe081ef24324c90cc7,45,0093,TIBU,TIBU,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,CAT,CONTRATACION DIRECTA,0.00,dentro
5e32e33cd30a4da032b6fca1,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
65eb95dbbd628062bee7edd5,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
65eb95dbbd628062bee7edd5,248,0379,LA LOMA ADICIONAL,PAUJIL-CANARIO,"DRUMMOND ENERGY, INC",EVALUACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,CONTRATACION DIRECTA,1343.31,entre_1_y_5_km
65eb95dbbd628062bee7edd5,392,0075,LA LOMA,LA LOMA,"DRUMMOND ENERGY, INC",EVALUACION,CONTRATO DE EXPLORACION Y EXPLOTACION (E&E),CES RAN,CONTRATACION DIRECTA,1343.31,entre_1_y_5_km
6d17b45ba59483c4f0b8ca53,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
6d2227c2f4a007dfb767bae9,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,2195.21,entre_1_y_5_km
6d2227c2f4a007dfb767bae9,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,4400.22,entre_1_y_5_km
79fb771d6eb8eb3e39a31915,215,0380,CR 2,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
8438021539d9cb68cfa55838,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,2489.88,entre_1_y_5_km
8438021539d9cb68cfa55838,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,3722.81,entre_1_y_5_km
b5dae1aec0464e83494a4396,58,0165,CICUCO BOQUETE,CICUCO BOQUETE,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VIM,CONTRATACION DIRECTA,1584.58,entre_1_y_5_km
b904a514c7be72b4a96e2b16,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,2091.07,entre_1_y_5_km
b904a514c7be72b4a96e2b16,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,3796.72,entre_1_y_5_km
c408cb0e380f772255b03a36,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
cc41cd88e7cadb5cdeddbe74,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,2589.65,entre_1_y_5_km
cc41cd88e7cadb5cdeddbe74,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,4327.41,entre_1_y_5_km
cfab305f5b234c9e36e4e228,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,0.00,dentro
cfbb728c0c3c5cb667984682,148,0306,VIM 15,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,RONDA 2012,0.00,dentro
d422e9ade038eae32800ff3e,45,0093,TIBU,TIBU,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,CAT,CONTRATACION DIRECTA,0.00,dentro
d943b054e7a33a24555dc732,48,0032,MARACAS,NO APLICA,TEXICAN OIL LTDA SUCURSAL COLOMBIA,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,CES RAN,NO APLICA,0.00,dentro
d943b054e7a33a24555dc732,248,0379,LA LOMA ADICIONAL,PAUJIL-CANARIO,"DRUMMOND ENERGY, INC",EVALUACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,CONTRATACION DIRECTA,937.13,hasta_1_km
d943b054e7a33a24555dc732,249,0075,LA LOMA,LA LOMA,"DRUMMOND ENERGY, INC",PRODUCCION,CONTRATO DE EXPLORACION Y EXPLOTACION (E&E),CES RAN,CONTRATACION DIRECTA,2607.13,entre_1_y_5_km
d943b054e7a33a24555dc732,284,0494,VIM 42,NO APLICA,LEWIS ENERGY COLOMBIA INC,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,RONDA COLOMBIA 2021,3329.69,entre_1_y_5_km
d943b054e7a33a24555dc732,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,4497.40,entre_1_y_5_km
e4aadc86ddecf374c559ebc9,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,1014.40,entre_1_y_5_km
e4aadc86ddecf374c559ebc9,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,2560.95,entre_1_y_5_km
e53743fb4e791be629628276,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
e68fec7b0659833ed4e50ab6,45,0093,TIBU,TIBU,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,CAT,CONTRATACION DIRECTA,0.00,dentro
f89684f169c89f6164b24d2a,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
f89684f169c89f6164b24d2a,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,4516.86,entre_1_y_5_km
fcd8f293baab88f4bdd99c52,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
075931c7fdf828d98bad5626,261,0778,VMM 49,NO APLICA,CANTANA ENERGY S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,PPAA 2019 PRIMER CORTE,1029.27,entre_1_y_5_km
075931c7fdf828d98bad5626,287,0511,VMM 10-1,NO APLICA,CNE OIL & GAS S A S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,RONDA COLOMBIA 2021,2704.57,entre_1_y_5_km
088e1203f06b701fcefc61a2,40,0136,BARRANCA-LEBRIJA,BARRANCA-LEBRIJA,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,3629.06,entre_1_y_5_km
0fa955f8a9fed736bea12b51,422,0382,VMM 2 ADICIONAL,NO APLICA,CONOCOPHILLIPS COLOMBIA VENTURES LTD.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,NO APLICA,0.00,dentro
0fa955f8a9fed736bea12b51,55,0033,BOLIVAR,NO APLICA,LAGOSUR PETROLEUM COLOMBIA INC,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VMM,NO APLICA,847.63,hasta_1_km
0fa955f8a9fed736bea12b51,56,0058,FORTUNA,NO APLICA,PAREX RESOURCES (COLOMBIA) AG,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VMM,NO APLICA,3794.28,entre_1_y_5_km
10a4ca904cc9ca051ce83e40,261,0778,VMM 49,NO APLICA,CANTANA ENERGY S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,PPAA 2019 PRIMER CORTE,1943.83,entre_1_y_5_km
10cea54e3c7a58f6254d6aaa,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,0.00,dentro
1beb134a7f73301ed44cdc54,465,0235,MAGDALENA MEDIO,MAGDALENA MEDIO,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,1581.60,entre_1_y_5_km
1c92ef8dbdfff2b4c77c7f9d,219,0223,VMM 1,NO APLICA,WATTLE PETROLEUM COMPANY S.A.S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,0.00,dentro
1d39b9b912ffc358f8d2c21f,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
32292fa6cf39ae1772a070ca,299,0817,CPE 2-2,NO APLICA,PAREX RESOURCES (COLOMBIA) AG,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),LLA,RONDA COLOMBIA 2021,0.00,dentro
35849714bd0e32cf40731b84,405,0282,VMM 32,NO APLICA,CPVEN E&P CORP,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,OPEN ROUND 2010,0.00,dentro
35849714bd0e32cf40731b84,78,0212,VMM 15,NO APLICA,LOH ENERGY,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,184.02,hasta_1_km
37f565a620ae90fd0761da5b,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,1564.54,entre_1_y_5_km
3e9b664320f43a3361450325,384,0062,PERDICES,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y EXPLOTACION (E&E),VIM,CONTRATACION DIRECTA,0.00,dentro
448931391933cb2a4553b170,204,0125,ROSABLANCA,NO APLICA,INVEPETROL LIMITED,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,0.00,dentro
46cf27d27ee3e455ca4d0efe,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,1877.38,entre_1_y_5_km
46cf27d27ee3e455ca4d0efe,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,3403.18,entre_1_y_5_km
4fe7ae9aed080a261e02f9e0,23,0037,BOCACHICO,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VMM,NO APLICA,0.00,dentro
502500cc127b4bf777451ff4,106,0251,VMM 37,NO APLICA,EXXON MOBIL EXPLORATION COLOMBIA LIMITED,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,OPEN ROUND 2010,471.49,hasta_1_km
502500cc127b4bf777451ff4,465,0235,MAGDALENA MEDIO,MAGDALENA MEDIO,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,3859.41,entre_1_y_5_km
50dfcb8264ad7c0865f37fb6,148,0306,VIM 15,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,RONDA 2012,0.00,dentro
50e7b11a2925e98fb1f44186,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,4196.16,entre_1_y_5_km
51f1b020568a4893da07f5c3,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,259.45,hasta_1_km
51f1b020568a4893da07f5c3,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,772.68,hasta_1_km
5215bee9947b69ac07fef264,95,0245,VIM 5,NO APLICA,CNE OIL & GAS S A S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,0.00,dentro
55cf04eb451b887938d4dbe8,58,0165,CICUCO BOQUETE,CICUCO BOQUETE,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VIM,CONTRATACION DIRECTA,1567.85,entre_1_y_5_km
576e46afd89bf4d69d130544,40,0136,BARRANCA-LEBRIJA,BARRANCA-LEBRIJA,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,4497.99,entre_1_y_5_km
5fe73ad3469600cfe588e3fa,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,2380.32,entre_1_y_5_km
5fe73ad3469600cfe588e3fa,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,3729.40,entre_1_y_5_km
64e9a4166318ec31fdbd1d81,1,0774,VMM 45,NO APLICA,CANTANA ENERGY S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,PPAA 2019 PRIMER CORTE,4058.72,entre_1_y_5_km
65ac8bd0c543cccb83618946,367,0106,SAMAN,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,CONTRATACION DIRECTA,3202.76,entre_1_y_5_km
6654fb7b1895bc8ab05386f5,67,0192,SSJN-7,NO APLICA,CNE OIL & GAS S A S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),SIN SJ,RONDA COLOMBIA 2008,1040.66,entre_1_y_5_km
6694b7ec5d660c0585d3a489,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,0.00,dentro
67d02dfcefab1d5402df6ac7,148,0306,VIM 15,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,RONDA 2012,0.00,dentro
6810be354d05c722591b982a,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
6810be354d05c722591b982a,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,4785.46,entre_1_y_5_km
69d3d4ec5a68631475403cea,47,0085,LA CIRA INFANTAS,LA CIRA INFANTAS,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,0.00,dentro
69d3d4ec5a68631475403cea,465,0235,MAGDALENA MEDIO,MAGDALENA MEDIO,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,1364.37,entre_1_y_5_km
725f9bebc4a9a141bc210d25,219,0223,VMM 1,NO APLICA,WATTLE PETROLEUM COMPANY S.A.S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,1680.56,entre_1_y_5_km
7577a62f712796ccb82a9594,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,0.00,dentro
76308a94414fba53b1091dbd,204,0125,ROSABLANCA,NO APLICA,INVEPETROL LIMITED,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,0.00,dentro
775d9cecb5de97c00ca6b65b,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,1939.86,entre_1_y_5_km
775d9cecb5de97c00ca6b65b,216,0381,CR 3,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,3793.35,entre_1_y_5_km
7fda797f326a7ee5219ad556,384,0062,PERDICES,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y EXPLOTACION (E&E),VIM,CONTRATACION DIRECTA,708.41,hasta_1_km
8eb008b721e9d594cdb0b094,231,0721,VMM 24,NO APLICA,GRAN TIERRA ENERGY COLOMBIA GMBH,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,PPAA 2019 CICLO 1,0.00,dentro
8eb008b721e9d594cdb0b094,139,0100,LA PALOMA,COLON,GRAN TIERRA ENERGY COLOMBIA GMBH,PRODUCCION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,3311.16,entre_1_y_5_km
9206bf89910d4062cf204825,284,0494,VIM 42,NO APLICA,LEWIS ENERGY COLOMBIA INC,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,RONDA COLOMBIA 2021,0.00,dentro
9206bf89910d4062cf204825,29,0139,CHIMICHAGUA,CHIMICHAGUA,HOCOL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VIM,CONTRATACION DIRECTA,1364.59,entre_1_y_5_km
a2a51bb6ba714a2e9d9011c1,292,0131,EL REMANSO,NO APLICA,COMTROL COLOMBIA S A,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,4159.25,entre_1_y_5_km
a4a6b4e2d9f8310c74d1690a,219,0223,VMM 1,NO APLICA,WATTLE PETROLEUM COMPANY S.A.S,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,2105.37,entre_1_y_5_km
ab16a143ffa50306a126e852,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
ab16a143ffa50306a126e852,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,4665.31,entre_1_y_5_km
b485d1c215b484e003180292,52,0015,TISQUIRAMA A-B,NO APLICA,GRAN TIERRA ENERGY COLOMBIA GMBH,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VMM,NO APLICA,0.00,dentro
b485d1c215b484e003180292,326,0100,LA PALOMA,JUGLAR,GRAN TIERRA ENERGY COLOMBIA GMBH,PRODUCCION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,1048.54,entre_1_y_5_km
b485d1c215b484e003180292,139,0100,LA PALOMA,COLON,GRAN TIERRA ENERGY COLOMBIA GMBH,PRODUCCION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,1735.76,entre_1_y_5_km
b701e8416ffe422912e9ef34,409,0210,VMM 12,WOLF,INGENIERIA CONSTRUCCIONES Y EQUIPOS CONEQUIPOS ING S.A.S.,EVALUACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,0.00,dentro
b7e3182b08e3a5cdf0c2c45f,409,0210,VMM 12,WOLF,INGENIERIA CONSTRUCCIONES Y EQUIPOS CONEQUIPOS ING S.A.S.,EVALUACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,0.00,dentro
ba74d59efc6cc12d325f376f,367,0106,SAMAN,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,CONTRATACION DIRECTA,3313.17,entre_1_y_5_km
bbf7b86c8120704ba5a19ad8,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,0.00,dentro
bcd00d5fa5c70bae347936e4,35,0140,EL DIFICIL,EL DIFICIL,PETROLEOS SUD AMERICANOS S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VIM,NO APLICA,4097.44,entre_1_y_5_km
c0786c30d178c995af59cb3d,367,0106,SAMAN,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,CONTRATACION DIRECTA,3700.81,entre_1_y_5_km
c287daf00b2ef4b9b9ec1380,217,0372,CR 4,NO APLICA,"DRUMMOND ENERGY, INC",EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),CES RAN,OPEN ROUND 2010,0.00,dentro
cb46b320cadf53910f0b36a4,79,0224,VMM 17,NO APLICA,MORICHAL SINOCO,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,341.30,hasta_1_km
cb46b320cadf53910f0b36a4,57,0115,LA POLA,NO APLICA,VAROSA ENERGY SOCIEDAD POR ACCIONES SIMPLIFICADAS,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,CONTRATACION DIRECTA,1758.71,entre_1_y_5_km
d2bed1946a8abc43f590302b,405,0282,VMM 32,NO APLICA,CPVEN E&P CORP,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,OPEN ROUND 2010,0.00,dentro
d2bed1946a8abc43f590302b,78,0212,VMM 15,NO APLICA,LOH ENERGY,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,238.33,hasta_1_km
d6eda1d17532b640b02eb69d,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,3148.19,entre_1_y_5_km
d750310b09746ade817453b8,465,0235,MAGDALENA MEDIO,MAGDALENA MEDIO,ECOPETROL S.A.,PRODUCCION,CONVENIO DE EXPLOTACION,VMM,CONTRATACION DIRECTA,2769.53,entre_1_y_5_km
dad2db3c049fca08a1ff3f08,94,0249,VIM 6,NO APLICA,HOCOL S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,OPEN ROUND 2010,3206.46,entre_1_y_5_km
dd7b8051da26a2748463b58a,261,0778,VMM 49,NO APLICA,CANTANA ENERGY S.A.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,PPAA 2019 PRIMER CORTE,3063.94,entre_1_y_5_km
e17a333ae2e0b38d4f87ec23,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
e17a333ae2e0b38d4f87ec23,230,0720,VIM 22,NO APLICA,FRONTERA ENERGY COLOMBIA CORP.,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,PPAA 2019 CICLO 1,4725.39,entre_1_y_5_km
e9d274b537e0c247b957c760,78,0212,VMM 15,NO APLICA,LOH ENERGY,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,MINIRONDA 2008,603.60,hasta_1_km
ebbe00df0d19b6a48b5f2282,405,0282,VMM 32,NO APLICA,CPVEN E&P CORP,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VMM,OPEN ROUND 2010,591.47,hasta_1_km
ebbe00df0d19b6a48b5f2282,311,0539,VMM 65,NO APLICA,ECOPETROL S.A.,EXPLORACION,CONTRATO DE EVALUACION TECNICA ANH,VMM,RONDA COLOMBIA 2021,1982.70,entre_1_y_5_km
ebbe00df0d19b6a48b5f2282,23,0037,BOCACHICO,NO APLICA,ECOPETROL S.A.,PRODUCCION,CONTRATO DE ASOCIACION CON ECOPETROL,VMM,NO APLICA,3793.98,entre_1_y_5_km
ec0f95f2a0636ceadaa18f1e,72,0112,LA MAYE,NO APLICA,NEW HORIZON EXPLORATION INC COLOMBIA,EXPLORACION,CONTRATO DE EXPLORACION Y PRODUCCION (E&P),VIM,MINIRONDA 2007,0.00,dentro
